station,model,history_hours,horizon,n,mae,rmse,mase,bias,high_n,high_mae,high_bias,overall_pinball,overall_coverage80,overall_width80,high_pinball,high_coverage80,high_width80
Changping,LightGBM global+local,24,1,147,10.524439152428819,18.260876578604755,0.2347644234286447,0.7553314529685142,23,19.181725588844113,-2.0954405668574325,,,,,,
Changping,LightGBM global+local,24,6,147,30.97170368909551,49.651822099057995,0.6908733143746982,2.0003887573141745,24,64.65531736364177,-38.135942532289896,,,,,,
Changping,LightGBM global+local,24,24,147,54.39921595129426,78.29042610580932,1.2134613904655105,-5.153775454523706,28,111.67509400393111,-105.02035112116589,,,,,,
Changping,LightGBM global+local,72,1,147,10.496334870805187,18.31791890659463,0.23413751254287796,0.5189505751746064,23,19.224167322566224,-3.3304347331231923,,,,,,
Changping,LightGBM global+local,72,6,147,31.793059405530357,50.23355989637696,0.709194965382025,-0.22156720277635156,24,68.52066395976992,-44.2242958247686,,,,,,
Changping,LightGBM global+local,72,24,147,54.600718273581634,77.62569433194594,1.2179562215749105,-4.333788399077116,28,110.62741457490638,-103.41255432379458,,,,,,
Changping,LightGBM global+local,168,1,147,10.52293859116656,18.195530896136614,0.2347309510132075,0.4923921939932584,23,19.501544640297833,-3.0183592899052534,,,,,,
Changping,LightGBM global+local,168,6,147,31.845934515940307,50.3064408787604,0.7103744291643067,0.89088286281446,24,67.01129848802056,-40.840090181363635,,,,,,
Changping,LightGBM global+local,168,24,147,54.77442677302777,78.33871271103372,1.2218310670775054,-4.915803453325276,28,110.1504258014965,-104.07352648045925,,,,,,
Changping,LightGBM global+local,720,1,147,10.581659079732486,18.50285151525254,0.23604080529066299,0.11872468660910503,23,19.36078857238648,-5.776177494406703,,,,,,
Changping,LightGBM global+local,720,6,147,32.13009947707733,50.42663988812987,0.71671318245023,1.2113185441303111,24,68.00689905673075,-39.419753528882076,,,,,,
Changping,LightGBM global+local,720,24,147,55.92244656524859,79.74413999626171,1.2474394819965275,-4.244713734284507,28,111.2829327862354,-103.73022626946342,,,,,,
Changping,LightGBM global+local,2160,1,147,10.412287957627077,18.143800461933434,0.23226271191669323,0.06380867330126738,23,17.777614648131294,-4.65514392116723,,,,,,
Changping,LightGBM global+local,2160,6,147,31.651898941270257,49.926833499713986,0.7060461557853352,1.3479736906205912,24,67.35658626836694,-39.663893935600946,,,,,,
Changping,LightGBM global+local,2160,24,147,54.7431280493519,78.53010990872606,1.2211328990600567,-5.392278845462764,28,112.36987119793987,-104.27801598722765,,,,,,
Changping,Persistence,24,1,147,11.244897959183673,19.3607007800306,0.25083540772740043,-0.2925170068027211,23,20.608695652173914,-4.3478260869565215,,,,,,
Changping,Persistence,24,6,147,36.265306122448976,62.714828070113896,0.8089555708377323,4.9727891156462585,24,70.5,-4.75,,,,,,
Changping,Persistence,24,24,147,67.45578231292517,99.4443063630453,1.5047089552479747,2.5850340136054424,28,114.85714285714286,-52.357142857142854,,,,,,
Changping,Persistence,72,1,147,11.244897959183673,19.3607007800306,0.25083540772740043,-0.2925170068027211,23,20.608695652173914,-4.3478260869565215,,,,,,
Changping,Persistence,72,6,147,36.265306122448976,62.714828070113896,0.8089555708377323,4.9727891156462585,24,70.5,-4.75,,,,,,
